Domain,Phylum,Class,Order,Family,Genus,Species,Abundance,Consortium,Date,Names,Freezer_Stock,Combined,Substrate,Freezer2
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,uncultured_bacterium,4.46e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured_bacterium,4.46e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,NA,4.46e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_rumen,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rs-E47_termite_group,Rs-E47_termite_group,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,4.47e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,uncultured_bacterium,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_bacterium,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,uncultured_bacterium,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,uncultured_bacterium,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Veillonellaceae_UCG-001,uncultured_rumen,4.49e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,NA,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),NA,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_rumen,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium,4.61e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_bacterium,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,NA,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptoraceae,NA,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured_bacterium,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,NA,4.62e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,NA,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,uncultured_bacterium,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_rumen,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA,4.63e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,uncultured_bacterium,4.64e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,uncultured_bacterium,4.64e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,uncultured,uncultured_bacterium,4.64e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,NA,4.64e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,NA,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,NA,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,uncultured_bacterium,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,4.67e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,uncultured_bacterium,4.67e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,4.67e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,NA,4.67e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,4.67e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured_bacterium,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_rumen,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured_bacterium,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,metagenome,4.75e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,uncultured_rumen,4.76e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,uncultured_bacterium,4.76e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,uncultured_bacterium,4.76e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,4.76e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,uncultured_bacterium,4.76e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,Kribbella_sp.,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,uncultured_bacterium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,PLTA13,uncultured_bacterium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,CCD24,uncultured_bacterium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured_bacterium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,uncultured_bacterium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_ruminantium,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA,4.79e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,uncultured_bacterium,4.93e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,uncultured_bacterium,4.93e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,4.93e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,uncultured_rumen,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_bacterium,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_rumen,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured_bacterium,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,NA,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,uncultured_bacterium,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_bacterium,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,NA,4.94e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Saccharofermentans,uncultured_rumen,4.95e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,PLTA13,uncultured_bacterium,4.95e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,uncultured_bacterium,4.95e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA,4.95e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,4.95e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_rumen,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,uncultured_bacterium,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured_bacterium,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,R7C24,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Fretibacterium,NA,4.95e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,5e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,uncultured_bacterium,5e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_BS11_gut_group,Bacteroidales_BS11_gut_group,NA,5e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,uncultured_rumen,5e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA,5e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,uncultured_bacterium,5e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,uncultured_bacterium,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,PLTA13,uncultured_bacterium,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Veillonellaceae_UCG-001,uncultured_rumen,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Georgfuchsia,NA,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,uncultured_Acidobacteria,5.03e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
